eid,sid,v,d
1643,757,7,9
1644,903,8,5
1645,731,8,8
1646,526,9,10
1647,898,10,10
1648,1256,6,10
1649,577,10,8
1650,1598,5,8
1651,1514,7,10
1652,472,7,5
1653,384,7,7
1654,432,10,9
1655,1561,9,6
1656,1585,9,8
1657,1155,7,8
1658,1257,7,6
1659,1144,5,8
1660,769,7,7
1661,669,8,10
1662,1299,5,7
1663,902,7,10
1664,640,6,5
1665,1126,5,7
1666,1018,5,5
1667,944,5,7
1668,478,7,8
1669,1043,5,9
1670,1643,5,10
1671,1569,6,8
1672,195,6,6
1673,158,10,9
1674,1564,6,6
1675,1507,10,6
1676,699,6,7
1677,784,5,7
1678,1470,6,8
1679,250,5,6
1680,1428,9,8
1681,719,9,8
1682,1627,9,9
1683,1538,10,6
1684,1531,10,8
1685,234,7,9
1686,1098,6,7
1687,1144,5,10
1688,944,8,6
1689,1256,6,10
1690,716,7,5
1691,482,9,6
1692,624,9,8
1693,1028,7,8
1694,402,7,6
1695,1005,5,10
1696,718,10,6
1697,1098,5,7
1698,987,8,5
1699,748,8,5
1700,601,8,10
1701,1501,9,6
1702,1569,5,10
1703,577,5,6
1704,252,8,5
1705,1311,6,8
1706,1107,10,5
1707,1450,5,5
1708,257,7,10
1709,1362,9,10
1710,297,9,9
1711,954,5,6
1712,1008,6,7
1713,1501,6,9
1714,508,7,5
1715,1266,7,5
1716,1370,8,5
1717,1566,9,5
1718,789,9,9
1719,1008,5,9
1720,1144,5,8
1721,763,6,5
1722,1377,9,8
1723,136,5,7
1724,562,5,5
1725,1126,8,7
1726,1105,7,10
1727,303,6,5
1728,1604,6,5
1729,71,8,9
1730,1680,9,5
1731,175,6,9
1732,505,5,5
1733,1126,6,10
1734,1580,6,10
1735,1113,10,7
1736,628,10,7
1737,961,9,8
1738,103,6,8
1739,361,9,8
1740,609,6,6
1741,1543,10,6
1742,1260,8,5
1743,1375,6,8
1744,461,7,9
1745,370,10,7
1746,556,10,8
1747,720,5,5
1748,1200,10,8
1749,1123,10,5
1750,236,8,9
1751,1571,10,7
1752,1201,9,7
1753,1064,9,10
1754,1195,9,10
1755,1661,8,6
1756,835,5,5
1757,659,5,10
1758,538,5,7
1759,223,9,5
1760,1043,7,9
1761,775,7,8
1762,718,10,5
1763,840,5,10
1764,815,7,6
1765,1590,9,8
1766,1299,9,5
1767,1531,9,6
1768,611,8,5
1769,1740,9,9
1770,895,6,8
1771,1062,10,7
1772,1286,7,6
1773,48,6,10
1774,1254,5,6
1775,890,9,5
1776,1670,5,9
1777,1132,6,9
1778,624,5,8
1779,55,6,7
1780,361,5,6
1781,559,6,8
1782,1041,6,6
1783,766,9,6
1784,394,9,10
1785,414,10,6
1786,1497,10,10
1787,1189,5,6
1788,628,7,10
1789,103,6,6
1790,121,9,9
1791,778,8,6
1792,531,5,5
1793,1561,6,9
1794,973,6,5
1795,1776,7,8
1796,1664,6,10
1797,1580,6,9
1798,1560,7,5
1799,909,10,7
1800,371,10,7
1801,283,10,10
1802,1277,5,8
1803,387,9,6
1804,1490,10,10
1805,1543,8,9
1806,296,8,8
1807,1505,7,6
1808,1711,8,6
1809,920,7,7
1810,1435,8,8
1811,1408,6,10
1812,349,5,9
1813,675,10,9
1814,1652,9,9
1815,1687,7,5
1816,1569,9,8
1817,791,5,6
1818,1688,8,10
1819,1656,8,7
1820,628,6,10
1821,1749,7,10
1822,1318,7,10
1823,628,6,7
1824,320,8,5
1825,445,9,6
1826,1318,7,8
1827,1569,7,9
1828,1299,5,9
1829,509,6,6
1830,1464,10,5
1831,1768,8,5
1832,382,6,6
1833,246,7,5
1834,1575,7,6
1835,221,8,9
1836,1228,8,6
1837,1809,5,6
1838,1031,9,8
1839,1334,8,10
1840,1040,5,5
1841,361,9,9
1842,1378,5,5
1843,41,6,10
1844,1804,7,5
1845,1254,8,7
1846,259,7,8
1847,544,7,10
1848,1720,5,10
1849,654,6,10
1850,1110,8,8
1851,485,10,6
1852,1479,9,10
1853,361,8,5
1854,1497,8,7
1855,299,5,9
1856,1581,9,6
1857,1386,5,7
1858,1367,7,9
1859,1046,8,6
1860,1490,6,9
1861,531,6,5
1862,220,9,6
1863,270,8,9
1864,954,5,10
1865,1299,6,5
1866,1452,5,7
1867,1250,6,7
1868,1772,7,8
1869,453,6,9
1870,1548,10,8
1871,761,7,9
1872,1245,6,6
1873,1287,7,8
1874,1110,7,5
1875,1062,5,9
1876,696,5,8
1877,679,8,6
1878,1008,8,5
1879,548,9,7
1880,1821,5,6
1881,1270,5,10
1882,1466,9,5
1883,995,8,6
1884,1130,8,10
1885,1008,6,8
1886,718,8,6
1887,9,7,6
1888,1598,8,5
1889,1159,7,8
1890,1149,5,6
1891,341,7,9
1892,1645,9,6
1893,1141,8,9
1894,1479,5,7
1895,902,5,8
1896,1581,5,8
1897,653,9,8
1898,1097,7,6
1899,1085,9,7
1900,1426,5,6
1901,1501,7,6
1902,1715,8,6
1903,756,10,8
1904,1810,6,10
1905,1797,8,10
1906,863,7,9
1907,1776,7,7
1908,1688,8,7
1909,1765,6,5
1910,1287,9,7
1911,27,8,7
1912,1234,8,6
1913,1720,9,9
1914,977,10,8
1915,88,5,6
1916,1589,10,9
1917,1542,6,7
1918,818,9,9
1919,628,9,9
1920,1889,9,8
1921,1770,9,10
1922,753,8,9
1923,20,5,10
1924,335,8,10
1925,1390,7,9
1926,1331,6,9
1927,1046,6,7
1928,1228,5,5
1929,799,9,8
1930,61,6,6
1931,1915,6,7
1932,302,6,10
1933,1399,6,10
1934,909,6,6
1935,1656,7,6
1936,326,7,9
1937,1767,7,9
1938,1122,7,9
1939,1493,8,9
1940,1743,7,10
1941,1385,5,6
1942,642,10,5
1943,826,7,7
1944,1299,8,6
1945,454,7,5
1946,1694,10,10
1947,1018,8,5
1948,602,9,10
1949,531,10,6
1950,1620,5,10
1951,643,10,9
1952,508,8,7
1953,661,7,9
1954,946,5,9
1955,1950,5,7
1956,1125,5,10
1957,949,6,10
1958,1580,6,7
1959,1951,7,9
1960,1126,10,8
1961,1471,5,10
1962,1911,6,10
1963,1703,10,10
1964,297,7,8
1965,609,9,10
1966,1543,10,9
1967,1720,6,9
1968,1525,8,9
1969,1858,5,7
1970,1645,10,10
1971,246,5,10
1972,1400,7,7
1973,113,7,7
1974,1551,10,8
1975,1953,8,6
1976,1436,8,8
1977,1770,7,9
1978,1804,6,10
1979,1771,6,6
1980,1629,8,10
1981,1656,5,6
1982,1580,6,9
1983,1876,10,5
1984,1697,9,6
1985,1126,8,7
1986,1230,5,5
1987,1276,6,5
1988,1466,7,7
1989,1585,6,7
1990,1231,10,8
1991,1668,6,9
1992,22,7,10
1993,1927,9,5
1994,1617,8,9
1995,1081,9,5
1996,1916,5,6
1997,1310,7,7
1998,1005,10,10
1999,1292,9,7
2000,1748,9,9
2001,1310,10,6
2002,987,8,5
2003,394,9,6
2004,716,8,5
2005,1039,6,7
2006,1683,8,6
2007,944,9,10
2008,1686,7,6
2009,1244,9,6
2010,1319,7,6
2011,813,10,5
2012,1299,10,7
2013,444,8,10
2014,1688,10,9
2015,1899,9,7
2016,1401,7,10
2017,672,7,8
2018,1379,5,7
2019,1543,6,10
2020,1975,8,8
2021,1300,5,5
2022,559,7,5
2023,1866,9,8
2024,361,6,10
2025,1384,6,6
2026,741,10,8
2027,1569,7,10
2028,181,5,8
2029,1953,9,9
2030,1967,8,9
2031,1569,9,5
2032,69,5,6
2033,724,7,8
2034,1598,8,10
